Rank,State,County-equivalent,Per capita,Median,Median,Population,Number of
,,,income,household,family,,households
,,,,income,income,,
1799,South Carolina,Anderson,"$22,081 ","$41,579 ","$53,856 ","188,480","73,296"
1800,North Carolina,Clay,"$22,081 ","$38,828 ","$46,528 ","10,599","4,431"
1801,Ohio,Seneca,"$22,075 ","$43,764 ","$54,219 ","56,376","21,651"
1802,Alabama,Marengo,"$22,072 ","$35,079 ","$48,116 ","20,669","8,464"
1803,Kentucky,Trimble,"$22,070 ","$49,718 ","$57,174 ","8,818","3,512"
1804,Nebraska,Furnas,"$22,068 ","$39,603 ","$51,458 ","4,920","2,215"
1805,Oklahoma,Texas County,"$22,064 ","$49,901 ","$57,713 ","21,157","7,180"
1806,Missouri,Lincoln,"$22,063 ","$52,835 ","$59,074 ","53,051","18,714"
1807,Pennsylvania,Venango,"$22,060 ","$41,977 ","$51,925 ","54,590","22,547"
1808,Indiana,Ripley,"$22,059 ","$47,537 ","$59,022 ","28,636","10,761"
1809,Georgia,White,"$22,059 ","$40,670 ","$51,282 ","27,400","11,788"
1810,Oregon,Lake,"$22,056 ","$33,611 ","$47,537 ","7,862","3,566"
1811,Montana,Deer Lodge,"$22,052 ","$38,958 ","$49,714 ","9,285","3,855"
1812,New York,Cattaraugus,"$22,049 ","$42,603 ","$52,637 ","79,735","32,246"
1813,Illinois,Massac,"$22,047 ","$43,615 ","$55,256 ","15,282","6,053"
1814,Arkansas,Perry,"$22,047 ","$42,455 ","$50,840 ","10,381","3,903"
1815,Michigan,Iosco,"$22,047 ","$36,236 ","$45,265 ","25,662","11,172"
1816,Indiana,Decatur,"$22,046 ","$48,047 ","$54,432 ","25,939","9,792"
1817,Kentucky,Greenup,"$22,035 ","$44,060 ","$53,746 ","36,822","14,465"
1818,Alabama,Cherokee,"$22,030 ","$34,907 ","$45,998 ","26,034","11,656"
1819,Ohio,Clinton,"$22,026 ","$46,048 ","$54,413 ","42,013","15,969"
1820,Missouri,Maries,"$22,026 ","$42,566 ","$55,331 ","9,102","3,749"
1821,Texas,Edwards,"$22,015 ","$43,839 ","$54,440 ","2,070",838
1822,Oregon,Marion,"$22,001 ","$46,885 ","$54,920 ","318,441","113,285"
1823,Texas,Henderson,"$21,995 ","$40,900 ","$48,789 ","78,636","29,732"
1824,Florida,Marion,"$21,992 ","$39,453 ","$46,538 ","333,503","134,002"
1825,Kansas,Meade,"$21,990 ","$51,000 ","$54,093 ","4,486","1,714"
1826,Utah,Garfield,"$21,989 ","$45,357 ","$50,429 ","5,123","1,890"
1827,Washington,Stevens,"$21,986 ","$41,742 ","$52,410 ","43,513","17,684"
1828,Texas,Hockley,"$21,984 ","$50,565 ","$61,002 ","23,115","7,973"
1829,Illinois,Randolph,"$21,976 ","$47,427 ","$60,224 ","33,218","11,889"
1830,Illinois,Coles,"$21,970 ","$37,040 ","$53,465 ","53,732","21,046"
1831,Ohio,Tuscarawas,"$21,966 ","$43,739 ","$52,496 ","92,528","36,149"
1832,Oklahoma,Pittsburg,"$21,966 ","$41,252 ","$50,907 ","45,417","18,456"
1833,Missouri,Buchanan,"$21,961 ","$44,363 ","$57,326 ","89,419","33,331"
1834,Illinois,Hamilton,"$21,960 ","$38,417 ","$56,202 ","8,413","3,512"
1835,Michigan,Alpena,"$21,948 ","$38,016 ","$48,308 ","29,399","12,899"
1836,Oklahoma,Noble,"$21,947 ","$44,842 ","$55,018 ","11,529","4,565"
1837,Texas,Rains,"$21,946 ","$44,478 ","$55,233 ","10,989","4,232"
1838,Tennessee,Pickett,"$21,942 ","$35,184 ","$42,159 ","5,095","2,388"
1839,Ohio,Ashland,"$21,940 ","$46,548 ","$55,342 ","53,234","20,207"
1840,Colorado,Pueblo,"$21,940 ","$41,777 ","$52,705 ","160,048","62,439"
1841,Texas,Sherman,"$21,936 ","$48,185 ","$58,977 ","3,048",949
1842,Indiana,Marshall,"$21,933 ","$45,709 ","$57,613 ","47,057","17,581"
1843,Ohio,Richland,"$21,932 ","$41,835 ","$53,602 ","123,387","48,458"
1844,South Dakota,Brule,"$21,928 ","$45,284 ","$57,078 ","5,286","2,094"
1845,Alabama,Henry,"$21,924 ","$41,650 ","$54,725 ","17,308","7,001"
1846,Kentucky,Henry,"$21,923 ","$46,016 ","$53,557 ","15,425","6,008"
1847,Texas,Van Zandt,"$21,920 ","$43,439 ","$51,707 ","52,515","19,064"
1848,Louisiana,Ouachita,"$21,917 ","$38,955 ","$50,992 ","154,641","57,551"
1849,Kansas,Atchison,"$21,909 ","$45,212 ","$56,271 ","16,839","6,216"
1850,Missouri,Marion,"$21,909 ","$42,046 ","$52,844 ","28,804","11,203"
1851,Texas,Donley,"$21,904 ","$42,411 ","$57,961 ","3,620","1,280"
1852,Minnesota,Lake of the Woods,"$21,903 ","$44,069 ","$49,816 ","3,998","1,665"
1853,Pennsylvania,Clarion,"$21,902 ","$42,389 ","$54,945 ","39,720","15,776"
1854,Indiana,Noble,"$21,889 ","$47,117 ","$57,363 ","47,509","17,722"
1855,South Carolina,Spartanburg,"$21,889 ","$42,919 ","$52,662 ","286,789","107,350"
1856,Oklahoma,Lincoln,"$21,888 ","$42,668 ","$53,457 ","34,238","13,256"
1857,Illinois,Marion,"$21,887 ","$41,010 ","$52,408 ","39,070","15,893"
1858,Pennsylvania,Clinton,"$21,875 ","$42,184 ","$55,818 ","39,501","15,067"
1859,Oklahoma,Murray,"$21,870 ","$44,151 ","$53,246 ","13,571","5,121"
1860,Oregon,Douglas,"$21,870 ","$40,524 ","$48,420 ","107,286","43,846"
1861,North Carolina,Watauga,"$21,854 ","$34,293 ","$60,066 ","51,557","20,909"
1862,Idaho,Bear Lake,"$21,853 ","$44,964 ","$49,145 ","5,957","2,442"
1863,West Virginia,Wirt,"$21,852 ","$34,702 ","$43,795 ","5,796","2,427"
1864,Colorado,Kit Carson,"$21,850 ","$44,157 ","$57,538 ","8,189","3,046"
1865,Wisconsin,Jackson,"$21,849 ","$44,149 ","$51,692 ","20,506","8,112"
1866,Nebraska,Brown,"$21,843 ","$33,647 ","$44,605 ","3,167","1,544"
1867,Nevada,Nye,"$21,838 ","$39,876 ","$45,798 ","43,368","18,046"
1868,West Virginia,Raleigh,"$21,837 ","$40,758 ","$49,936 ","78,993","31,364"
1869,Illinois,Warren,"$21,832 ","$43,536 ","$53,887 ","17,762","6,972"
1870,Missouri,Gasconade,"$21,830 ","$41,392 ","$52,579 ","15,083","6,168"
1871,Idaho,Camas,"$21,830 ","$41,154 ","$46,587 ","1,267",464
1872,Washington,Grays Harbor,"$21,828 ","$42,405 ","$52,948 ","72,092","27,396"
1873,Pennsylvania,Greene,"$21,819 ","$44,388 ","$55,745 ","38,362","14,417"
1874,Maine,Piscataquis,"$21,818 ","$36,646 ","$45,917 ","17,343","7,769"
1875,Virginia,Floyd,"$21,816 ","$44,618 ","$50,969 ","15,371","6,086"
1876,Tennessee,Lincoln,"$21,811 ","$41,571 ","$51,120 ","33,411","13,438"
1877,Kentucky,Madison,"$21,800 ","$42,312 ","$54,652 ","83,976","31,484"
1878,Mississippi,Lee,"$21,799 ","$42,074 ","$54,292 ","83,964","31,898"
1879,Florida,Wakulla,"$21,797 ","$52,691 ","$59,910 ","30,824","10,455"
1880,Arkansas,White,"$21,793 ","$42,487 ","$51,449 ","77,767","29,632"
1881,Oregon,Josephine,"$21,791 ","$37,733 ","$46,913 ","82,783","34,390"
1882,Ohio,Carroll,"$21,783 ","$43,779 ","$52,336 ","28,689","11,107"
1883,Kansas,Chase,"$21,775 ","$36,815 ","$56,346 ","2,763","1,149"
1884,Kansas,Woodson,"$21,774 ","$33,839 ","$47,159 ","3,278","1,517"
1885,Virginia,Galax City,"$21,769 ","$30,325 ","$47,297 ","6,977","3,018"
1886,Nevada,Lyon,"$21,757 ","$46,137 ","$52,918 ","51,648","19,278"
40%,,,"$21,750 ",,,,
1887,South Dakota,Butte,"$21,744 ","$41,332 ","$58,006 ","10,197","4,015"
1888,Louisiana,Assumption,"$21,743 ","$46,116 ","$55,603 ","23,268","8,571"
1889,Pennsylvania,Crawford,"$21,741 ","$42,504 ","$53,099 ","88,173","34,831"
1890,Texas,Gray,"$21,738 ","$43,504 ","$54,327 ","22,777","8,388"
1891,Montana,Chouteau,"$21,737 ","$40,070 ","$50,111 ","5,827","2,228"
1892,Missouri,Stone,"$21,733 ","$40,850 ","$49,527 ","31,817","13,320"
1893,Michigan,Van Buren,"$21,732 ","$45,129 ","$54,472 ","75,897","28,374"
1894,Louisiana,West Feliciana,"$21,720 ","$61,616 ","$75,613 ","15,522","4,007"
1895,Utah,Box Elder,"$21,720 ","$57,292 ","$62,898 ","50,160","16,207"
1896,Texas,Brazos,"$21,720 ","$38,310 ","$58,863 ","197,642","70,239"
1897,West Virginia,Greenbrier,"$21,720 ","$37,895 ","$48,487 ","35,588","15,409"
1898,Illinois,Union,"$21,719 ","$41,848 ","$48,879 ","17,722","6,852"
1899,Montana,Lincoln,"$21,719 ","$33,333 ","$44,111 ","19,581","8,872"
1900,Kansas,Stanton,"$21,712 ","$46,382 ","$50,948 ","2,210",775
1901,Texas,Robertson,"$21,709 ","$40,601 ","$48,008 ","16,574","5,851"
1902,Wisconsin,Grant,"$21,705 ","$46,963 ","$58,869 ","51,080","19,420"
1903,Tennessee,Stewart,"$21,701 ","$39,781 ","$51,250 ","13,313","5,292"
1904,Indiana,Cass,"$21,700 ","$41,940 ","$50,753 ","38,802","14,827"
1905,Georgia,Catoosa,"$21,690 ","$47,087 ","$55,768 ","64,606","23,941"
1906,Georgia,Dade,"$21,690 ","$43,205 ","$50,830 ","16,580","6,325"
1907,Texas,Erath,"$21,670 ","$39,586 ","$52,201 ","38,744","14,383"
1908,California,Stanislaus,"$21,663 ","$49,297 ","$55,432 ","518,321","166,883"
1909,Texas,McLennan,"$21,660 ","$41,922 ","$53,085 ","237,316","84,862"
1910,Texas,Floyd,"$21,655 ","$42,279 ","$54,696 ","6,371","2,457"
1911,West Virginia,Wetzel,"$21,653 ","$37,969 ","$49,622 ","16,435","6,903"
1912,Tennessee,Bradley,"$21,649 ","$41,083 ","$50,351 ","100,070","37,603"
1913,Indiana,Pulaski,"$21,641 ","$44,764 ","$53,822 ","13,253","5,058"
1914,Texas,Rusk,"$21,640 ","$45,752 ","$55,414 ","53,508","17,772"
1915,Texas,Lynn,"$21,639 ","$44,375 ","$49,308 ","5,841","2,179"
1916,North Carolina,Beaufort,"$21,636 ","$40,429 ","$49,574 ","47,575","19,266"
1917,Kansas,Finney,"$21,629 ","$47,945 ","$56,111 ","36,920","12,515"
1918,Pennsylvania,Juniata,"$21,628 ","$46,163 ","$54,701 ","24,737","9,248"
1919,West Virginia,Boone,"$21,627 ","$42,156 ","$54,315 ","24,517","9,559"
1920,Minnesota,Beltrami,"$21,622 ","$43,231 ","$53,549 ","45,021","16,781"
1921,Alaska,Lake and Peninsula,"$21,616 ","$51,786 ","$53,828 ","1,454",508
1922,Texas,Hopkins,"$21,606 ","$43,657 ","$52,124 ","35,295","13,303"
1923,Tennessee,DeKalb,"$21,606 ","$37,482 ","$44,208 ","18,875","7,037"
1924,Iowa,Appanoose,"$21,599 ","$39,208 ","$51,142 ","12,808","5,534"
1925,Missouri,Howard,"$21,598 ","$42,747 ","$54,167 ","10,184","3,825"
1926,North Carolina,Avery,"$21,598 ","$36,969 ","$46,847 ","17,756","7,122"
1927,Illinois,Saline,"$21,596 ","$37,800 ","$47,023 ","24,950","10,174"
1928,Oregon,Jefferson,"$21,593 ","$43,373 ","$46,040 ","21,461","7,882"
1929,Indiana,Randolph,"$21,592 ","$40,904 ","$47,682 ","25,975","10,429"
1930,South Carolina,Newberry,"$21,591 ","$41,718 ","$53,963 ","37,514","14,254"
1931,Michigan,Ontonagon,"$21,585 ","$34,620 ","$44,986 ","6,584","3,269"
1932,Virginia,Pittsylvania,"$21,583 ","$42,143 ","$52,071 ","63,077","26,092"
1933,California,Colusa,"$21,579 ","$52,158 ","$56,830 ","21,366","6,853"
1934,New York,Franklin,"$21,575 ","$45,667 ","$54,399 ","51,676","19,238"
1935,Ohio,Columbiana,"$21,575 ","$42,300 ","$53,267 ","107,078","42,095"
1936,Texas,Gaines,"$21,572 ","$52,910 ","$56,868 ","18,019","5,437"
1937,Alabama,Colbert,"$21,572 ","$39,077 ","$50,924 ","54,456","22,260"
1938,Maine,Aroostook,"$21,566 ","$37,855 ","$50,779 ","71,230","30,597"
1939,North Carolina,Wayne,"$21,557 ","$41,731 ","$51,391 ","123,382","47,330"
1940,Idaho,Adams,"$21,555 ","$35,434 ","$42,978 ","3,937","1,707"
1941,Indiana,Clinton,"$21,554 ","$48,953 ","$57,960 ","33,086","11,745"
1942,Missouri,Johnson,"$21,547 ","$47,223 ","$58,641 ","53,517","20,092"
1943,Tennessee,Dickson,"$21,547 ","$44,318 ","$51,398 ","49,926","18,647"
1944,Louisiana,DeSoto,"$21,547 ","$39,162 ","$51,734 ","26,813","10,270"
1945,Virginia,Cumberland,"$21,540 ","$40,557 ","$49,351 ","9,943","4,049"
1946,California,Lake,"$21,537 ","$36,548 ","$48,323 ","64,260","26,505"
1947,Colorado,Sedgwick,"$21,536 ","$40,221 ","$53,500 ","2,376",943
1948,Virginia,Essex,"$21,532 ","$44,885 ","$53,946 ","11,180","4,286"
1949,Texas,Burleson,"$21,529 ","$45,651 ","$56,139 ","17,201","6,258"
1950,Indiana,Madison,"$21,527 ","$43,120 ","$54,074 ","131,027","50,637"
1951,Indiana,Jefferson,"$21,524 ","$43,795 ","$52,922 ","32,449","12,668"
1952,Illinois,Fayette,"$21,523 ","$44,722 ","$52,735 ","22,088","8,124"
1953,Montana,Lake,"$21,521 ","$38,019 ","$50,222 ","28,905","11,829"
1954,Indiana,Putnam,"$21,520 ","$50,821 ","$59,037 ","37,799","12,414"
1955,Kansas,Cowley,"$21,519 ","$41,878 ","$53,091 ","36,232","13,867"
1956,Maine,Somerset,"$21,513 ","$38,642 ","$50,051 ","51,942","21,692"
1957,Oregon,Linn,"$21,500 ","$46,939 ","$55,169 ","117,648","44,722"
1958,Kentucky,Carlisle,"$21,500 ","$39,049 ","$47,667 ","5,064","2,034"
1959,Nebraska,Loup,"$21,499 ","$38,125 ","$42,917 ",581,240
1960,Michigan,Iron,"$21,499 ","$34,685 ","$46,502 ","11,723","5,289"
1961,Alaska,Dillingham Census Area,"$21,498 ","$54,150 ","$56,089 ","4,923","1,339"
1962,Virginia,Craig,"$21,498 ","$47,806 ","$58,750 ","5,199","2,122"
1963,Michigan,Crawford,"$21,492 ","$40,295 ","$50,114 ","14,017","5,781"
1964,Kentucky,Calloway,"$21,490 ","$39,677 ","$56,752 ","37,383","14,937"
1965,Oregon,Klamath,"$21,489 ","$39,627 ","$48,896 ","66,211","27,378"
1966,Ohio,Monroe,"$21,487 ","$40,573 ","$46,632 ","14,646","6,111"
1967,Virginia,Scott,"$21,485 ","$38,355 ","$47,067 ","22,940","9,692"
1968,Georgia,Newton,"$21,484 ","$50,580 ","$56,113 ","100,808","33,840"
1969,Georgia,McIntosh,"$21,484 ","$39,068 ","$54,036 ","14,142","4,993"
1970,Missouri,Caldwell,"$21,482 ","$41,169 ","$53,186 ","9,249","3,743"
1971,Ohio,Crawford,"$21,478 ","$40,783 ","$49,718 ","43,348","17,655"
1972,Oklahoma,Carter,"$21,476 ","$41,401 ","$52,415 ","47,904","17,411"
1973,Kansas,Sherman,"$21,476 ","$38,634 ","$46,154 ","6,063","2,727"
1974,Indiana,Clay,"$21,474 ","$46,430 ","$57,826 ","26,865","10,230"
1975,Utah,Washington County,"$21,472 ","$49,279 ","$55,881 ","141,902","46,826"
1976,Texas,Lamar,"$21,468 ","$40,104 ","$50,524 ","49,751","19,416"
1977,Alaska,Northwest Arctic,"$21,461 ","$61,607 ","$57,866 ","7,624","1,828"
1978,West Virginia,Preston,"$21,457 ","$45,413 ","$52,128 ","33,666","12,697"
1979,Oklahoma,Cotton,"$21,452 ","$46,317 ","$56,721 ","6,166","2,345"
1980,North Carolina,Lee,"$21,449 ","$44,819 ","$55,582 ","58,735","21,204"
1981,Illinois,Logan,"$21,445 ","$47,133 ","$62,765 ","30,177","10,963"
1982,Georgia,Troup,"$21,443 ","$41,161 ","$50,076 ","67,776","24,441"
1983,Louisiana,Red River,"$21,443 ","$39,346 ","$46,024 ","9,028","3,320"
1984,Maine,Oxford,"$21,441 ","$40,674 ","$49,920 ","57,657","22,890"
1985,Virginia,Lynchburg City,"$21,440 ","$38,138 ","$50,676 ","76,467","28,556"
1986,Alabama,Tallapoosa,"$21,434 ","$39,130 ","$46,839 ","41,428","16,373"
1987,Kentucky,Harrison,"$21,424 ","$36,048 ","$51,177 ","18,693","7,179"
1988,Nebraska,Webster,"$21,423 ","$41,045 ","$49,968 ","3,762","1,548"
1989,Indiana,Daviess,"$21,416 ","$47,165 ","$56,684 ","31,928","11,160"
1990,Minnesota,Pine,"$21,413 ","$43,928 ","$53,869 ","29,449","11,758"
1991,Florida,Hernando,"$21,411 ","$41,024 ","$48,461 ","173,119","70,210"
1992,Kansas,Geary,"$21,408 ","$46,908 ","$51,712 ","35,583","12,532"
1993,North Carolina,Mitchell,"$21,404 ","$37,680 ","$46,432 ","15,453","6,455"
1994,North Carolina,Franklin,"$21,399 ","$41,696 ","$51,353 ","61,154","23,313"
1995,Tennessee,Marion,"$21,399 ","$41,268 ","$49,631 ","28,214","11,226"
1996,Louisiana,Vernon,"$21,396 ","$46,572 ","$51,718 ","52,510","18,148"
1997,Texas,Yoakum,"$21,389 ","$49,340 ","$55,545 ","7,998","2,654"
1998,Mississippi,Lafayette,"$21,388 ","$43,328 ","$59,882 ","48,905","15,743"
1999,New Mexico,Colfax,"$21,387 ","$37,734 ","$47,100 ","13,485","5,574"
2000,Georgia,Barrow,"$21,379 ","$53,274 ","$58,892 ","69,933","23,413"
2001,Montana,Hill,"$21,376 ","$43,726 ","$55,617 ","16,301","6,139"
2002,Kentucky,Crittenden,"$21,375 ","$34,261 ","$48,083 ","9,283","3,794"
2003,Indiana,Washington County,"$21,370 ","$41,986 ","$50,107 ","28,064","10,631"
2004,Iowa,Van Buren,"$21,368 ","$43,181 ","$54,591 ","7,517","3,023"
2005,Ohio,Lawrence,"$21,365 ","$41,552 ","$53,015 ","62,309","24,009"
2006,Virginia,Tazewell,"$21,358 ","$35,693 ","$45,080 ","44,664","18,294"
2007,Ohio,Williams,"$21,350 ","$43,089 ","$52,347 ","37,623","14,947"
2008,Mississippi,Lauderdale,"$21,346 ","$36,203 ","$46,954 ","80,337","29,809"
2009,Illinois,Pike,"$21,344 ","$39,845 ","$49,542 ","16,337","6,708"
2010,Alabama,Crenshaw,"$21,343 ","$36,275 ","$48,903 ","13,955","5,601"
2011,Kentucky,Garrard,"$21,341 ","$44,652 ","$55,105 ","16,896","6,302"
2012,Louisiana,St. John the Baptist,"$21,335 ","$50,635 ","$56,540 ","45,139","15,440"
2013,Arkansas,Baxter,"$21,334 ","$35,343 ","$45,499 ","41,281","18,155"
2014,New Mexico,Taos,"$21,333 ","$32,637 ","$44,541 ","32,899","13,338"
2015,California,San Bernardino,"$21,332 ","$54,090 ","$59,294 ","2,056,915","603,879"
2016,Kansas,Montgomery,"$21,332 ","$39,669 ","$52,583 ","34,869","14,000"
2017,Idaho,Bannock,"$21,327 ","$43,534 ","$57,079 ","83,091","30,271"
2018,Indiana,Owen,"$21,318 ","$43,950 ","$51,503 ","21,467","8,552"
2019,Georgia,Gilmer,"$21,317 ","$39,140 ","$44,624 ","28,308","11,513"
2020,Louisiana,St. Mary,"$21,313 ","$41,571 ","$48,754 ","54,078","20,092"
2021,West Virginia,Pleasants,"$21,312 ","$41,859 ","$57,604 ","7,602","2,747"
2022,North Carolina,Stokes,"$21,311 ","$42,703 ","$50,910 ","47,063","18,969"
2023,Ohio,Ross,"$21,310 ","$43,264 ","$52,836 ","77,802","28,308"
2024,Pennsylvania,Jefferson,"$21,300 ","$41,262 ","$51,451 ","45,015","18,503"
2025,Georgia,Jasper,"$21,297 ","$42,192 ","$49,194 ","13,748","5,132"
2026,North Carolina,Person,"$21,292 ","$42,317 ","$49,521 ","39,361","15,320"
2027,Florida,Polk,"$21,285 ","$43,113 ","$50,944 ","610,295","219,540"
2028,Oklahoma,Garvin,"$21,285 ","$38,245 ","$47,330 ","27,410","10,294"
2029,Pennsylvania,Clearfield,"$21,273 ","$41,030 ","$51,031 ","81,536","32,192"
2030,Louisiana,Tangipahoa,"$21,273 ","$40,654 ","$53,101 ","122,665","44,418"
2031,Tennessee,Hamblen,"$21,261 ","$39,596 ","$50,162 ","62,721","24,315"
2032,New Mexico,San Juan,"$21,260 ","$48,196 ","$57,715 ","128,476","40,945"
2033,New Mexico,Curry,"$21,259 ","$39,871 ","$50,963 ","49,302","18,027"
2034,West Virginia,Pendleton,"$21,253 ","$34,175 ","$47,745 ","7,603","3,274"
2035,Texas,Milam,"$21,248 ","$37,391 ","$49,860 ","24,503","9,330"
2036,Kansas,Chautauqua,"$21,245 ","$39,529 ","$45,221 ","3,614","1,565"
2037,Texas,Brown,"$21,236 ","$39,776 ","$48,865 ","37,942","13,405"
2038,Georgia,Carroll,"$21,227 ","$46,147 ","$54,942 ","111,160","39,494"
2039,Indiana,Fulton,"$21,226 ","$40,168 ","$47,724 ","20,698","8,221"
2040,Illinois,Vermilion,"$21,225 ","$41,400 ","$51,986 ","81,147","31,575"
2041,Oklahoma,Pawnee,"$21,220 ","$44,375 ","$56,131 ","16,592","6,341"
2042,Missouri,New Madrid,"$21,215 ","$35,793 ","$45,048 ","18,695","7,423"
2043,Maryland,Allegany,"$21,211 ","$39,293 ","$54,022 ","74,394","28,433"
2044,Tennessee,Dyer,"$21,208 ","$38,953 ","$47,037 ","38,239","15,100"
2045,Washington,Whitman,"$21,208 ","$36,257 ","$63,713 ","45,512","16,624"
2046,Ohio,Brown,"$21,206 ","$44,341 ","$51,674 ","44,604","16,380"
2047,Indiana,Wabash,"$21,201 ","$45,286 ","$52,204 ","32,650","12,703"
2048,Texas,Terry,"$21,201 ","$37,679 ","$45,765 ","12,644","4,067"
2049,California,Modoc,"$21,200 ","$36,212 ","$46,268 ","9,468","3,983"
2050,Indiana,Vigo,"$21,192 ","$40,692 ","$52,203 ","108,084","39,597"
2051,North Carolina,Gates,"$21,187 ","$46,592 ","$53,577 ","11,982","4,459"
2052,Florida,Jefferson,"$21,184 ","$44,170 ","$51,029 ","14,469","5,347"
2053,South Carolina,Pickens,"$21,182 ","$41,788 ","$54,279 ","119,483","43,971"
2054,Texas,Hill,"$21,182 ","$40,769 ","$52,184 ","35,051","13,395"
2055,Louisiana,Iberville,"$21,177 ","$45,368 ","$54,191 ","33,360","11,192"
2056,West Virginia,Lewis,"$21,175 ","$36,199 ","$44,653 ","16,411","6,451"
2057,Missouri,Phelps,"$21,173 ","$41,964 ","$54,015 ","44,969","16,699"
2058,Ohio,Gallia,"$21,168 ","$39,226 ","$48,918 ","30,859","11,576"
2059,Kansas,Neosho,"$21,163 ","$42,071 ","$49,915 ","16,477","6,508"
2060,Tennessee,Smith,"$21,153 ","$42,383 ","$52,301 ","19,134","7,263"
2061,Tennessee,Cumberland,"$21,141 ","$37,188 ","$43,611 ","56,589","23,764"
2062,Nebraska,Dawes,"$21,137 ","$40,359 ","$62,952 ","9,172","3,709"
2063,Louisiana,Jefferson Davis,"$21,132 ","$41,622 ","$51,772 ","31,498","11,634"
2064,Iowa,Lucas,"$21,126 ","$43,288 ","$55,547 ","8,840","3,734"
2065,West Virginia,Tucker,"$21,126 ","$37,635 ","$49,677 ","7,061","3,050"
2066,Texas,Shelby,"$21,126 ","$37,081 ","$44,129 ","25,677","9,781"
2067,Texas,Eastland,"$21,125 ","$34,914 ","$44,271 ","18,465","6,872"
2068,Missouri,Jasper,"$21,124 ","$40,399 ","$49,154 ","116,803","44,849"
2069,Wisconsin,Ashland,"$21,115 ","$38,550 ","$47,587 ","16,068","6,775"
2070,Indiana,Wayne,"$21,114 ","$38,350 ","$48,417 ","68,557","28,185"
2071,Indiana,Elkhart,"$21,109 ","$45,693 ","$53,154 ","198,662","70,130"
2072,Oklahoma,Delaware County,"$21,109 ","$36,588 ","$45,708 ","41,394","16,589"
2073,North Carolina,Rockingham,"$21,102 ","$38,567 ","$47,715 ","92,974","37,693"
2074,Texas,Cottle,"$21,089 ","$34,639 ","$39,241 ","1,546",709
2075,North Carolina,Onslow,"$21,084 ","$45,450 ","$49,819 ","179,935","60,071"
2076,Mississippi,Grenada,"$21,084 ","$34,129 ","$48,301 ","21,745","7,941"
2077,South Carolina,Greenwood,"$21,053 ","$36,540 ","$47,807 ","69,727","27,004"
2078,Indiana,Knox,"$21,047 ","$42,119 ","$53,840 ","38,266","14,738"
2079,Missouri,Bates,"$21,047 ","$38,579 ","$50,469 ","16,878","6,832"
2080,Kansas,Brown,"$21,046 ","$39,968 ","$52,456 ","9,969","4,104"
2081,Kansas,Comanche,"$21,041 ","$39,375 ","$55,431 ","1,905",791
2082,Ohio,Hocking,"$21,037 ","$42,089 ","$52,837 ","29,268","11,478"
2083,Ohio,Harrison,"$21,029 ","$39,002 ","$48,739 ","15,766","6,395"
2084,Ohio,Morgan,"$21,027 ","$37,865 ","$44,902 ","15,008","6,204"
2085,Georgia,Bartow,"$21,022 ","$47,197 ","$56,223 ","100,382","34,567"
2086,Texas,Live Oak,"$21,016 ","$42,829 ","$49,681 ","11,603","3,882"
2087,Missouri,Linn,"$21,015 ","$38,250 ","$47,327 ","12,592","4,854"
2088,North Carolina,Jackson,"$21,014 ","$36,951 ","$48,568 ","40,362","15,609"
2089,Missouri,Livingston,"$21,011 ","$40,116 ","$54,663 ","15,051","5,660"
2090,Wisconsin,Rusk,"$21,004 ","$38,658 ","$47,825 ","14,571","6,430"
2091,South Carolina,Lancaster,"$21,003 ","$42,217 ","$51,067 ","77,946","28,956"
2092,Idaho,Butte,"$20,995 ","$41,131 ","$50,000 ","2,786","1,022"
2093,Missouri,Montgomery,"$20,991 ","$40,236 ","$48,314 ","12,128","5,091"
2094,Texas,Angelina,"$20,982 ","$41,354 ","$47,396 ","87,042","30,668"
2095,Georgia,Bibb,"$20,982 ","$37,550 ","$49,891 ","155,524","56,585"
2096,New York,Allegany,"$20,978 ","$42,445 ","$52,112 ","48,618","18,786"
2097,Kansas,Crawford,"$20,974 ","$37,378 ","$50,936 ","39,182","15,370"
2098,North Carolina,Wilson,"$20,972 ","$39,204 ","$47,796 ","81,365","31,690"
2099,Mississippi,Lowndes,"$20,951 ","$37,868 ","$48,662 ","59,746","23,178"
2100,Missouri,Knox,"$20,946 ","$34,481 ","$44,073 ","4,099","1,724"
2101,South Dakota,Bon Homme,"$20,941 ","$40,980 ","$55,508 ","7,048","2,501"
2102,Oklahoma,Pottawatomie,"$20,937 ","$42,764 ","$51,656 ","70,144","25,658"
2103,Indiana,Perry,"$20,934 ","$47,596 ","$57,732 ","19,450","7,411"
2104,Virginia,Halifax,"$20,929 ","$34,659 ","$45,024 ","35,938","14,770"
2105,Kentucky,Bracken,"$20,918 ","$39,196 ","$55,526 ","8,472","3,252"
